fencer_id,first_name,last_name,full_name,dob,gender,weapon,club_id,email,phone,bracket
480,Amy,King,Amy King,1983-04-21,F,Epee,12,brittanyanderson@example.net,(577)439-2647x92530,Senior
481,Craig,Brown,Craig Brown,2017-05-20,M,Sabre,13,karenrowe@example.com,233-516-6516,U11
482,Richard,Myers,Richard Myers,2016-04-29,M,Sabre,13,reginahart@example.org,+1-611-945-8270x05185,U11
483,David,Daniel,David Daniel,2018-12-05,M,Sabre,13,whutchinson@example.net,+1-444-427-1904,U11
484,Christopher,Miller,Christopher Miller,2016-05-24,M,Sabre,13,lindarose@example.net,(671)522-4143,U11
485,Donna,Williams,Donna Williams,2015-05-15,F,Sabre,13,bradley45@example.com,959-311-0303,U11
486,Amy,Butler,Amy Butler,2017-04-25,F,Sabre,13,timothycontreras@example.com,956.362.1202x28247,U11
487,Whitney,Combs,Whitney Combs,2018-03-31,F,Sabre,13,kellylewis@example.net,676-799-4785x85940,U11
488,Jean,Scott,Jean Scott,2015-12-26,F,Sabre,13,natalie57@example.net,627.275.4890,U11
489,Dan,Wheeler,Dan Wheeler,2013-11-29,M,Sabre,13,sheltoncody@example.org,742.617.1131x705,U13
490,Jacob,Chase,Jacob Chase,2014-10-10,M,Sabre,13,hubbarddaniel@example.net,663.730.1107,U13
491,Thomas,Williams,Thomas Williams,2012-12-30,M,Sabre,13,morganbrown@example.com,424.686.8561x62766,U13
492,Aaron,Jones,Aaron Jones,2014-06-25,M,Sabre,13,kcarter@example.net,(391)302-2718,U13
493,Renee,Murphy,Renee Murphy,2013-03-05,F,Sabre,13,juan59@example.com,+1-953-817-1387x61669,U13
494,Brittany,Davis,Brittany Davis,2013-02-09,F,Sabre,13,derek15@example.com,+1-791-456-5982x125,U13
495,Erika,Matthews,Erika Matthews,2013-08-07,F,Sabre,13,craigwebb@example.com,+1-500-528-1554x9378,U13
496,Karen,Lozano,Karen Lozano,2014-06-16,F,Sabre,13,zhernandez@example.org,+1-593-466-3331,U13
497,Carlos,Davis,Carlos Davis,2012-05-02,M,Sabre,13,aprillucas@example.net,570.248.4683x578,U15
498,Michael,Vance,Michael Vance,2012-10-13,M,Sabre,13,xowen@example.org,703-501-1660,U15
499,Charles,Booth,Charles Booth,2011-05-13,M,Sabre,13,jessejones@example.com,961-526-8144,U15
500,Vanessa,Jackson,Vanessa Jackson,2012-10-07,F,Sabre,13,navarrochristopher@example.com,001-981-891-6105,U15
501,Megan,White,Megan White,2012-11-29,F,Sabre,13,isaiahwalker@example.org,925.558.0885x82029,U15
502,Miss,Michelle Bradshaw,Miss Michelle Bradshaw,2011-05-15,F,Sabre,13,pwright@example.com,841-826-4173x8629,U15
503,Sean,Morgan,Sean Morgan,2009-01-08,M,Sabre,13,clayryan@example.net,2435432811,Cadet
504,Sean,Watson,Sean Watson,2009-07-14,M,Sabre,13,john48@example.org,+1-474-638-9155x33521,Cadet
505,Mark,Barajas,Mark Barajas,2009-09-24,M,Sabre,13,evansheather@example.net,+1-490-892-7912,Cadet
506,Rachel,Romero,Rachel Romero,2009-04-07,F,Sabre,13,richardvalerie@example.net,+1-807-470-3118x7528,Cadet
507,Angela,Smith,Angela Smith,2009-02-26,F,Sabre,13,boothbrenda@example.net,001-420-906-5279x764,Cadet
508,Cheryl,Walker,Cheryl Walker,2009-12-09,F,Sabre,13,dallen@example.net,+1-356-752-7984x697,Cadet
509,Andrew,Mccarty,Andrew Mccarty,2007-07-22,M,Sabre,13,ronald84@example.org,001-292-958-1879x5113,Junior
510,Parker,Byrd,Parker Byrd,2006-05-11,M,Sabre,13,camerondaniel@example.com,(626)735-3046,Junior
511,Casey,Cortez,Casey Cortez,2006-01-16,M,Sabre,13,angela94@example.org,932.381.9407,Junior
512,Ann,Hudson,Ann Hudson,2006-12-30,F,Sabre,13,christinearellano@example.org,+1-920-213-4561x919,Junior
513,Nicole,Curry,Nicole Curry,2006-05-11,F,Sabre,13,mvaughn@example.org,720-721-9255x405,Junior
514,Sarah,Lin,Sarah Lin,2008-03-30,F,Sabre,13,kelsey89@example.com,262-561-9110x5088,Junior
515,Michael,Russell DDS,Michael Russell DDS,1969-02-01,M,Sabre,13,yolson@example.org,957-631-6071x490,Senior
516,Shane,Le,Shane Le,2002-05-13,M,Sabre,13,ipatterson@example.org,959-417-2685x55985,Senior
517,John,Velez,John Velez,1977-08-06,M,Sabre,13,marissa79@example.net,001-353-682-4986x6896,Senior
518,Michelle,Randall,Michelle Randall,1978-12-03,F,Sabre,13,ricemackenzie@example.net,+1-915-468-2930,Senior
519,Christina,Davis,Christina Davis,1972-09-06,F,Sabre,13,fbyrd@example.com,308-386-2511x367,Senior
520,Rhonda,Cooper,Rhonda Cooper,1985-03-26,F,Sabre,13,joemorse@example.net,(312)850-5534,Senior
521,Dr.,Daniel Cunningham,Dr. Daniel Cunningham,2018-05-02,M,Foil,14,laurenrose@example.net,407.749.7257x890,U11
522,Andrew,Fisher,Andrew Fisher,2018-07-04,M,Foil,14,gatesgary@example.net,600.730.5758x47874,U11
523,William,Bautista,William Bautista,2017-05-21,M,Foil,14,bhale@example.com,951-378-9108x52440,U11
524,Hunter,Blair,Hunter Blair,2015-12-14,M,Foil,14,joshua93@example.org,5842812684,U11
525,Jacqueline,Hicks,Jacqueline Hicks,2016-05-02,F,Foil,14,theresa83@example.net,390-751-3590x34098,U11
526,Chelsea,Weaver,Chelsea Weaver,2015-02-23,F,Foil,14,riverastephen@example.org,(608)414-3954x48284,U11
527,Jessica,Taylor,Jessica Taylor,2017-02-25,F,Foil,14,jacksoncarolyn@example.com,+1-405-581-5121x8129,U11
528,Ms.,Tricia Bailey,Ms. Tricia Bailey,2018-04-29,F,Foil,14,arthur14@example.org,620.369.3325x44919,U11
529,Christopher,Harrison,Christopher Harrison,2014-06-08,M,Foil,14,melissaosborne@example.org,4938161527,U13
530,Michael,Castillo,Michael Castillo,2014-08-28,M,Foil,14,williamreeves@example.org,(891)591-0522x427,U13
531,Michael,Rogers,Michael Rogers,2014-05-30,M,Foil,14,tina90@example.org,(818)959-1836,U13
532,Michael,Miller,Michael Miller,2014-11-10,M,Foil,14,kimberlyreed@example.com,001-727-485-9819x9802,U13
533,Christina,Blair,Christina Blair,2013-08-23,F,Foil,14,johnpayne@example.org,2975149613,U13
534,Barbara,Blanchard,Barbara Blanchard,2013-03-24,F,Foil,14,imcdonald@example.com,(382)857-9385x87433,U13
535,Crystal,Allen,Crystal Allen,2013-11-07,F,Foil,14,christopher38@example.com,998.586.0455x4778,U13
536,Tanya,Lin,Tanya Lin,2013-08-14,F,Foil,14,jenniferwebb@example.org,574.953.0353x978,U13
537,Anthony,Lawson,Anthony Lawson,2011-03-05,M,Foil,14,vgarcia@example.org,588.284.2209x905,U15
538,David,Miller II,David Miller II,2012-04-02,M,Foil,14,susanhensley@example.org,811.925.6501,U15
539,John,Miller,John Miller,2012-10-19,M,Foil,14,johnsonchristopher@example.net,665.775.9602x30914,U15
540,Tina,Austin,Tina Austin,2011-07-16,F,Foil,14,jenna60@example.net,747-810-7866x187,U15
541,Kayla,Oneill,Kayla Oneill,2012-04-13,F,Foil,14,omar66@example.com,999.367.0851,U15
542,Molly,Rojas,Molly Rojas,2012-09-25,F,Foil,14,audrey42@example.net,(734)379-3375x3448,U15
543,Steven,Bailey,Steven Bailey,2009-05-04,M,Foil,14,hannahgross@example.net,923-500-6671,Cadet
544,Daniel,Molina,Daniel Molina,2008-12-20,M,Foil,14,millershannon@example.org,001-350-951-4508x1994,Cadet
545,Kyle,Pennington,Kyle Pennington,2009-02-15,M,Foil,14,abarton@example.com,472.900.0730x8389,Cadet
546,Tiffany,Eaton,Tiffany Eaton,2009-06-17,F,Foil,14,sarah71@example.org,753.209.8198x9022,Cadet
547,Martha,Williams,Martha Williams,2009-08-16,F,Foil,14,wandrade@example.com,8956455089,Cadet
548,Lisa,Mora,Lisa Mora,2009-02-25,F,Foil,14,robinsoncarl@example.org,+1-366-597-2375x6154,Cadet
549,Jason,Martin,Jason Martin,2008-04-30,M,Foil,14,victorvaughan@example.org,+1-694-539-8951x7456,Junior
550,Eric,Sims,Eric Sims,2007-12-29,M,Foil,14,michael62@example.org,289.574.2733,Junior
551,Michael,Carter,Michael Carter,2008-08-17,M,Foil,14,andreasloan@example.com,438-579-3107x668,Junior
552,April,Rivers MD,April Rivers MD,2006-06-06,F,Foil,14,christine82@example.net,276.811.3792,Junior
553,Angela,Salazar,Angela Salazar,2006-10-10,F,Foil,14,dgreen@example.com,924.880.4481x49645,Junior
554,Dana,Soto DDS,Dana Soto DDS,2008-01-30,F,Foil,14,fuentesamy@example.com,+1-468-689-8508x044,Junior
555,Wyatt,Meyer,Wyatt Meyer,1967-03-11,M,Foil,14,qwilliams@example.net,6144273361,Senior
556,Joshua,Shaw,Joshua Shaw,1960-01-27,M,Foil,14,josephbrown@example.com,+1-940-363-2274,Senior
557,David,Diaz,David Diaz,2000-03-11,M,Foil,14,yhaynes@example.com,7537984106,Senior
558,Ellen,Mullen,Ellen Mullen,2002-03-02,F,Foil,14,esnyder@example.com,406.914.2367,Senior
559,Amber,Williams,Amber Williams,1983-06-03,F,Foil,14,fherring@example.com,(976)734-4196x224,Senior
560,Lisa,Chan,Lisa Chan,1970-02-09,F,Foil,14,leslie29@example.net,7432940924,Senior
561,Joshua,Carroll,Joshua Carroll,2018-01-04,M,Epee,15,richardnielsen@example.com,999.913.8055,U11
562,Kyle,Martinez,Kyle Martinez,2018-08-22,M,Epee,15,ucruz@example.com,9307714472,U11
563,Tim,Martinez,Tim Martinez,2016-11-20,M,Epee,15,james70@example.net,(507)301-3885,U11
564,Christopher,Smith,Christopher Smith,2014-12-16,M,Epee,15,jcarr@example.org,840.675.8387x5326,U11
565,Amanda,Rodriguez,Amanda Rodriguez,2016-08-09,F,Epee,15,hkey@example.net,863-817-0173x81344,U11
566,Julie,Serrano,Julie Serrano,2016-04-09,F,Epee,15,shawn55@example.org,001-729-818-3559,U11
567,Mackenzie,Ortiz,Mackenzie Ortiz,2015-08-21,F,Epee,15,kristen56@example.net,9858315383,U11
568,Deborah,Bennett,Deborah Bennett,2018-12-08,F,Epee,15,whitney38@example.com,490-885-5663,U11
569,Travis,Conner,Travis Conner,2014-05-19,M,Epee,15,christopher27@example.net,458.460.1596x921,U13
570,Alexander,Jones,Alexander Jones,2013-10-22,M,Epee,15,caldwellshari@example.org,(450)491-3246x077,U13
571,Brett,Little,Brett Little,2013-04-12,M,Epee,15,thomasdaniel@example.net,001-954-318-9649x86895,U13
572,Corey,Wheeler,Corey Wheeler,2014-07-08,M,Epee,15,cdouglas@example.net,(382)472-0509x778,U13
573,Cynthia,Johnson,Cynthia Johnson,2013-06-03,F,Epee,15,pflynn@example.com,001-694-312-7198x3996,U13
574,Nicole,Carey,Nicole Carey,2014-09-13,F,Epee,15,rosejames@example.org,321-481-9958x77489,U13
575,Katie,Pitts,Katie Pitts,2013-09-11,F,Epee,15,margaret90@example.org,270.801.4333x33215,U13
576,Lauren,Martin,Lauren Martin,2013-07-15,F,Epee,15,brooke66@example.org,001-726-902-5169x7216,U13
577,Joe,Campos,Joe Campos,2011-05-08,M,Epee,15,zacharyhall@example.org,(506)760-7043x2018,U15
578,Ross,Melton,Ross Melton,2011-04-03,M,Epee,15,swu@example.org,001-271-553-5557,U15
579,David,Orozco,David Orozco,2011-08-10,M,Epee,15,krhodes@example.org,224.747.6666x77546,U15
580,Victoria,Reed,Victoria Reed,2012-08-20,F,Epee,15,aowens@example.com,001-643-666-8925x31450,U15
581,Nicole,Watkins,Nicole Watkins,2011-07-28,F,Epee,15,xward@example.org,001-416-348-5179x66194,U15
582,Tammy,Perkins,Tammy Perkins,2011-08-21,F,Epee,15,jennifer64@example.com,382.991.0952,U15
583,Steven,Pearson,Steven Pearson,2010-06-26,M,Epee,15,mpark@example.net,298.443.7126x390,Cadet
584,Richard,Carson,Richard Carson,2008-12-24,M,Epee,15,holly51@example.org,858.918.7076x5992,Cadet
585,Charles,Pennington,Charles Pennington,2009-08-22,M,Epee,15,fernandezjohn@example.net,650.445.3197x667,Cadet
586,Michele,Davis,Michele Davis,2010-09-15,F,Epee,15,douglassharp@example.org,941.398.3408x77950,Cadet
587,Tracy,Johnson,Tracy Johnson,2009-02-27,F,Epee,15,michaelbecker@example.org,755.283.2082x65592,Cadet
588,Julia,Lopez,Julia Lopez,2009-03-04,F,Epee,15,briannajones@example.com,001-247-731-5723x6918,Cadet
589,Spencer,Moore,Spencer Moore,2007-03-11,M,Epee,15,dyerpatricia@example.net,400.986.4991x283,Junior
590,Chad,Jimenez,Chad Jimenez,2007-01-08,M,Epee,15,fnguyen@example.org,823-470-5042x5217,Junior
591,Andrew,Baker,Andrew Baker,2008-06-30,M,Epee,15,kerryreeves@example.org,972.228.0372,Junior
592,Nancy,Carr,Nancy Carr,2008-04-03,F,Epee,15,aprillindsey@example.org,+1-336-837-6347x85826,Junior
593,Amanda,Hall,Amanda Hall,2006-09-22,F,Epee,15,randyallen@example.net,265.710.6788,Junior
594,Michelle,Anderson,Michelle Anderson,2006-12-07,F,Epee,15,rossdavid@example.org,476.266.1125x1894,Junior
595,Justin,Padilla,Justin Padilla,2004-08-05,M,Epee,15,rachel54@example.net,943.572.9358x7050,Senior
596,William,Williams,William Williams,2002-01-11,M,Epee,15,charles44@example.org,001-329-399-8380,Senior
597,Jerry,Moody,Jerry Moody,1989-02-01,M,Epee,15,crystal13@example.net,541-219-4061,Senior
598,Amanda,Finley,Amanda Finley,1973-09-08,F,Epee,15,ashlee48@example.org,+1-201-847-7248x784,Senior
599,Heather,Castillo,Heather Castillo,1963-09-17,F,Epee,15,danielleprice@example.org,3158885470,Senior
600,Tracy,Dougherty,Tracy Dougherty,1976-11-15,F,Epee,15,robertsondana@example.org,(763)743-2304x32355,Senior
